#{"t_start": 1749007907.105998, "env_id": "None"}
r,l,t,current_walls,walls_broken
-80.0,32,187.375933,62,3
155.0,12,187.439133,61,4
-25.0,8,187.481287,63,2
90.0,5,187.503757,61,4
-5.0,26,187.657207,61,4
50.0,11,187.701389,61,4
100.0,16,187.790453,62,3
40.0,6,187.833713,62,3
85.0,7,187.878594,61,4
155.0,13,187.943454,61,4
-10.0,13,188.008603,62,3
220.0,22,188.13742,61,1
135.0,9,188.178829,62,3
-25.0,17,188.264855,62,3
90.0,16,188.350582,62,3
-125.0,8,188.394404,63,2
-15.0,5,188.416462,63,2
90.0,5,188.458326,61,4
165.0,12,188.528851,61,4
80.0,8,188.574366,61,4
40.0,15,188.641591,63,2
-5.0,6,188.687962,63,2
30.0,8,188.733133,62,3
-10.0,5,188.756026,63,2
-20.0,9,188.799137,63,2
-5.0,15,188.890264,62,3
30.0,7,188.93597,62,3
85.0,6,188.960569,61,4
85.0,8,189.010131,63,2
130.0,8,189.05796,62,3
-10.0,5,189.10398,63,2
90.0,13,189.177107,62,3
50.0,13,189.247783,63,2
-15.0,5,189.272443,63,2
-105.0,6,189.317134,63,2
-175.0,68,189.704615,62,3
75.0,20,189.812706,62,3
110.0,11,189.879112,62,3
-30.0,10,189.92373,63,2
90.0,13,189.991183,62,3
35.0,8,190.036794,62,3
35.0,24,190.173775,62,3
25.0,8,190.221698,62,3
165.0,13,190.306808,61,4
105.0,13,190.374362,62,3
-20.0,10,190.421772,63,2
-10.0,14,190.512714,62,3
90.0,7,190.555933,61,4
-110.0,6,190.578838,63,2
-50.0,35,190.787356,63,2
95.0,12,190.854046,62,3
130.0,9,190.899695,62,3
100.0,7,190.944469,61,4
45.0,6,190.968277,62,3
-5.0,11,191.035101,62,3
-45.0,11,191.104794,63,2
35.0,7,191.147688,62,3
35.0,7,191.171834,62,3
120.0,15,191.263983,62,3
-90.0,28,191.423054,62,3
-25.0,16,191.513737,62,3
30.0,30,191.690283,62,3
95.0,5,191.711983,61,4
-55.0,12,191.778208,63,2
105.0,15,191.867653,62,3
90.0,5,191.891794,61,4
90.0,5,191.915345,61,4
35.0,7,191.958391,62,3
20.0,18,192.051487,61,4
-50.0,41,193.74381,62,3
35.0,26,193.878369,62,3
-10.0,5,193.901213,63,2
-100.0,5,193.946778,63,2
-40.0,14,194.01222,63,2
280.0,32,194.189685,61,1
90.0,5,194.212124,61,4
430.0,18,194.319968,59,3
385.0,13,194.384968,59,3
20.0,10,194.452176,62,3
135.0,18,194.541009,61,4
30.0,7,194.584528,62,3
45.0,15,194.671382,61,4
470.0,32,194.847403,59,3
-20.0,6,194.868544,63,2
80.0,10,194.935805,63,2
90.0,15,195.004188,62,3
95.0,7,195.046907,61,4
80.0,10,195.096568,61,4
-20.0,17,195.146589,62,3
85.0,9,195.172049,61,4
160.0,12,195.24057,61,4
195.0,6,195.285684,61,4
90.0,6,195.309097,61,4
0.0,12,195.379576,62,3
100.0,13,195.453838,62,3
95.0,5,195.498323,61,4
25.0,35,195.679839,62,3
35.0,6,195.725829,62,3
10.0,12,195.795043,62,3
330.0,20,195.912738,59,3
-115.0,7,195.956591,63,2
85.0,8,196.004232,61,4
175.0,10,196.050326,61,4
40.0,8,196.093452,62,3
55.0,11,196.162811,63,2
75.0,9,196.209214,61,4
30.0,8,196.254535,62,3
90.0,5,196.27579,61,4
25.0,9,196.342485,62,3
-45.0,12,196.411879,63,2
55.0,12,196.483439,61,4
-100.0,5,196.505437,63,2
-20.0,20,196.62068,62,3
30.0,6,196.646148,62,3
-20.0,6,196.689836,63,2
85.0,20,196.802141,62,3
190.0,8,196.848475,61,4
80.0,19,196.957902,62,3
90.0,6,196.980169,61,4
90.0,5,197.002923,61,4
-5.0,5,197.04816,63,2
-135.0,32,197.229141,62,3
85.0,7,197.252562,61,4
35.0,6,197.296897,62,3
-25.0,10,197.341974,63,2
180.0,9,197.407545,61,4
-125.0,33,197.583481,63,2
355.0,17,197.669467,59,3
35.0,24,197.801604,62,3
15.0,9,197.845617,62,3
330.0,25,198.003145,61,1
90.0,17,198.088991,62,3
95.0,5,198.111279,61,4
30.0,7,198.154381,62,3
125.0,24,198.286043,61,4
-40.0,17,198.373727,63,2
55.0,13,198.441341,63,2
-5.0,9,198.512822,63,2
-60.0,19,198.599487,63,2
85.0,8,198.644042,63,2
-10.0,12,198.710701,62,3
-125.0,44,198.954131,62,3
0.0,11,199.01919,62,3
-10.0,9,199.062979,63,2
105.0,28,199.213672,61,4
510.0,44,199.446937,57,4
135.0,20,199.555029,61,4
-5.0,5,199.597851,63,2
-195.0,72,199.994065,62,3
-20.0,40,200.215022,62,3
30.0,7,200.249268,62,3
320.0,65,200.617886,60,2
310.0,25,200.746055,59,3
95.0,9,200.791429,61,4
-15.0,7,200.83406,63,2
340.0,18,200.916655,59,3
-105.0,5,200.959413,63,2
35.0,7,200.983709,62,3
-5.0,14,201.066605,62,3
35.0,8,201.109448,62,3
75.0,9,201.152379,63,2
90.0,5,201.175448,61,4
5.0,11,201.238754,62,3
115.0,26,201.387523,61,4
140.0,18,201.477103,61,4
-10.0,5,201.499433,63,2
95.0,13,201.584548,62,3
125.0,21,201.693359,61,4
-30.0,12,201.760044,63,2
580.0,27,201.921228,58,3
85.0,8,201.968189,61,4
30.0,8,202.013198,62,3
195.0,10,202.059231,61,4
-15.0,5,202.081829,63,2
140.0,8,202.126429,62,3
110.0,12,202.19272,62,3
-90.0,27,202.349427,62,3
-95.0,30,202.522002,62,3
25.0,20,202.630429,61,4
85.0,9,202.675471,61,4
100.0,11,202.74327,62,3
-45.0,26,202.871112,62,3
75.0,10,202.936689,61,4
0.0,11,202.983981,62,3
90.0,8,203.027019,61,4
-15.0,15,203.116436,62,3
-5.0,5,203.139236,63,2
75.0,8,203.1829,61,4
605.0,19,203.293694,56,6
190.0,7,203.337782,61,4
95.0,5,203.358286,61,4
55.0,15,203.444929,61,4
95.0,5,203.464541,61,4
85.0,8,203.51061,61,4
295.0,32,203.683053,59,3
95.0,16,203.773118,62,3
-5.0,13,203.841023,62,3
-45.0,12,203.913446,63,2
30.0,7,203.961112,62,3
90.0,5,203.98246,61,4
100.0,19,204.09169,62,3
190.0,7,204.137461,61,4
85.0,6,204.157998,61,4
20.0,10,204.218331,62,3
-15.0,12,204.280704,62,3
65.0,18,204.368499,61,4
-15.0,5,204.414159,63,2
-50.0,13,204.480103,63,2
80.0,9,204.525115,61,4
90.0,6,204.566973,61,4
250.0,39,204.756737,61,1
125.0,10,204.823115,62,3
10.0,11,204.887255,62,3
30.0,6,204.912031,62,3
0.0,12,204.980595,62,3
50.0,11,205.045684,63,2
-85.0,21,205.155195,63,2
-20.0,7,205.200336,63,2
-5.0,13,205.26325,62,3
-145.0,66,205.636131,63,2
95.0,14,205.699076,62,3
-15.0,5,205.720983,63,2
135.0,69,206.107263,59,3
-15.0,5,206.128151,63,2
-20.0,8,206.170264,63,2
130.0,22,206.279362,61,4
60.0,14,206.361833,63,2
180.0,9,206.404119,61,4
85.0,6,206.448067,61,4
-15.0,5,206.471034,63,2
90.0,8,206.515718,61,4
-35.0,21,206.621843,62,3
35.0,7,206.664435,62,3
-15.0,5,206.684136,63,2
30.0,31,206.864256,62,3
50.0,12,206.929702,61,4
10.0,10,206.973821,62,3
110.0,24,207.104688,61,4
0.0,11,207.170782,62,3
60.0,14,207.261294,61,4
40.0,6,207.283706,62,3
-30.0,20,207.399332,62,3
30.0,6,207.442651,62,3
20.0,26,207.584612,62,3
25.0,9,207.631228,62,3
75.0,11,207.70048,61,4
20.0,9,207.746717,62,3
95.0,5,207.794837,61,4
130.0,8,207.84107,62,3
100.0,9,207.889141,63,2
-5.0,15,207.981291,62,3
315.0,20,208.09614,59,3
10.0,36,208.249674,62,3
90.0,5,208.266056,61,4
50.0,25,208.352045,62,3
85.0,16,208.410315,62,3
-15.0,5,208.425107,63,2
95.0,6,208.457218,61,4
185.0,9,208.500612,61,4
35.0,8,208.567458,62,3
5.0,12,208.665331,62,3
55.0,30,208.869864,62,3
145.0,19,208.99299,61,4
40.0,6,209.048551,62,3
105.0,14,209.119058,62,3
40.0,6,209.167729,62,3
-15.0,9,209.213211,63,2
35.0,6,209.260306,62,3
140.0,16,209.360526,61,4
150.0,12,209.43086,61,4
20.0,9,209.476466,62,3
125.0,17,209.577372,61,4
10.0,11,209.646619,62,3
10.0,10,209.697812,62,3
-10.0,5,209.741768,63,2
45.0,12,209.808699,61,4
20.0,9,209.853203,62,3
30.0,7,209.899298,62,3
-65.0,30,210.059172,62,3
105.0,11,210.1269,62,3
75.0,18,210.217864,62,3
20.0,8,210.263875,62,3
25.0,10,210.329023,62,3
25.0,25,210.461251,62,3
245.0,39,210.683062,59,3
40.0,6,210.70655,62,3
30.0,7,210.751377,62,3
-130.0,62,211.109212,62,3
-130.0,51,211.387841,62,3
90.0,14,211.483071,62,3
5.0,14,211.551735,62,3
95.0,13,211.644352,62,3
50.0,28,211.801825,62,3
-40.0,19,211.895531,63,2
20.0,21,212.034089,63,2
-40.0,11,212.080241,63,2
90.0,12,212.154044,62,3
35.0,6,212.201073,62,3
40.0,6,212.225337,62,3
105.0,13,212.314457,62,3
30.0,7,212.337895,62,3
90.0,5,212.384993,61,4
105.0,11,212.430604,62,3
-100.0,5,212.472903,63,2
35.0,26,212.606498,62,3
55.0,23,212.741985,62,3
75.0,9,212.787326,61,4
35.0,7,212.831646,62,3
25.0,9,212.876768,62,3
95.0,8,212.922245,61,4
155.0,14,213.014004,61,4
90.0,14,213.085451,62,3
95.0,6,213.130747,61,4
30.0,6,213.156279,62,3
-20.0,12,213.225724,62,3
225.0,36,213.438208,59,3
90.0,5,213.461888,61,4
85.0,9,213.533257,63,2
40.0,7,213.557147,62,3
-5.0,5,213.60611,63,2
55.0,24,213.744715,62,3
70.0,22,213.859706,62,3
80.0,9,213.906189,61,4
-160.0,32,214.09467,62,3
35.0,6,214.141758,62,3
-10.0,7,214.187917,63,2
40.0,28,214.345946,62,3
85.0,20,214.456868,62,3
-65.0,21,214.571329,62,3
45.0,16,214.660635,61,4
-20.0,6,214.682591,63,2
-20.0,15,214.773562,62,3
-45.0,17,214.866022,62,3
115.0,12,214.933355,62,3
-10.0,16,215.02456,62,3
-10.0,26,215.18435,61,4
-5.0,5,215.205316,63,2
5.0,11,215.273232,62,3
25.0,10,215.317128,62,3
35.0,6,215.359029,62,3
-15.0,22,215.481892,61,4
65.0,11,215.554837,61,4
95.0,6,215.600706,61,4
-15.0,12,215.66942,62,3
-20.0,14,215.733579,62,3
25.0,8,215.779648,62,3
140.0,20,215.917413,61,4
110.0,17,216.002694,62,3
30.0,10,216.070097,62,3
95.0,18,216.163547,62,3
55.0,15,216.253835,63,2
145.0,19,216.364205,61,4
40.0,6,216.384929,62,3
35.0,7,216.427837,62,3
30.0,6,216.472736,62,3
165.0,12,216.539967,61,4
55.0,14,216.608856,61,4
100.0,16,216.696692,62,3
195.0,10,216.763117,61,4
90.0,15,216.833383,62,3
-5.0,14,216.925175,62,3
-20.0,35,217.132827,62,3
30.0,8,217.176063,62,3
-10.0,5,217.197735,63,2
195.0,9,217.24079,61,4
190.0,10,217.306746,61,4
90.0,5,217.328312,61,4
-10.0,5,217.350708,63,2
20.0,10,217.416861,62,3
0.0,11,217.471071,62,3
25.0,8,217.524221,62,3
-5.0,9,217.595582,63,2
-15.0,10,217.643555,63,2
40.0,6,217.694536,62,3
55.0,23,217.818587,62,3
75.0,10,217.889946,63,2
-25.0,17,217.988675,62,3
-20.0,14,218.084751,62,3
30.0,7,218.109426,62,3
50.0,37,218.342282,62,3
140.0,9,218.387832,62,3
0.0,29,218.553972,62,3
30.0,42,218.802433,61,4
-15.0,5,218.824492,63,2
130.0,10,218.870658,62,3
60.0,20,218.982816,62,3
20.0,9,219.05096,62,3
445.0,17,219.141812,59,3
90.0,5,219.16578,61,4
-30.0,33,219.34924,63,2
25.0,9,219.416516,62,3
110.0,14,219.483526,62,3
85.0,18,219.599277,62,3
110.0,11,219.645852,62,3
-40.0,28,219.803875,62,3
-15.0,19,219.918399,62,3
0.0,19,220.037245,62,3
90.0,5,220.061576,61,4
75.0,10,220.128087,61,4
145.0,19,220.220942,61,4
90.0,7,220.265274,61,4
-85.0,28,220.420502,62,3
20.0,9,220.465806,62,3
85.0,16,220.558184,62,3
300.0,26,220.722398,59,3
40.0,6,220.745667,62,3
-45.0,16,220.834605,63,2
-10.0,11,220.902869,62,3
-10.0,6,220.945599,63,2
25.0,8,220.989143,62,3
130.0,9,221.032735,62,3
-45.0,45,221.200091,62,3
40.0,7,221.244453,62,3
50.0,18,221.334489,61,4
30.0,9,221.399974,62,3
165.0,11,221.445153,61,4
85.0,8,221.491642,61,4
-115.0,5,221.536066,63,2
-45.0,14,221.604796,63,2
25.0,8,221.648871,62,3
55.0,22,221.786709,62,3
25.0,9,221.833727,62,3
-105.0,21,221.943735,63,2
70.0,11,222.011154,61,4
320.0,28,222.164124,61,1
70.0,13,222.235446,61,4
140.0,16,222.327343,61,4
45.0,14,222.413508,61,4
35.0,16,222.504567,61,4
60.0,14,222.575226,61,4
335.0,22,222.714746,59,3
-15.0,8,222.760697,63,2
95.0,19,222.85162,62,3
-10.0,5,222.89575,63,2
-70.0,14,222.961375,63,2
-65.0,43,223.208884,62,3
-10.0,5,223.232229,63,2
40.0,15,223.321866,61,4
-5.0,5,223.34262,63,2
210.0,34,223.54565,61,1
-20.0,8,223.591746,63,2
90.0,5,223.617386,61,4
-60.0,31,223.801583,62,3
-10.0,44,224.053566,61,4
160.0,36,224.268359,61,1
35.0,6,224.292077,62,3
25.0,8,224.338074,62,3
80.0,27,224.504087,61,4
95.0,5,224.527285,61,4
95.0,5,224.552108,61,4
-5.0,12,224.623048,62,3
580.0,13,224.718529,57,5
0.0,27,224.881299,63,2
540.0,25,225.049874,56,6
30.0,7,225.074638,62,3
90.0,5,225.121244,61,4
190.0,9,225.169384,61,4
485.0,51,225.467882,60,2
35.0,16,225.559312,63,2
120.0,20,225.674984,61,4
-15.0,6,225.69984,63,2
70.0,25,225.834041,62,3
35.0,15,225.924287,61,4
20.0,26,226.108672,63,2
10.0,24,226.244668,63,2
145.0,10,226.290686,62,3
90.0,5,226.314143,61,4
35.0,15,226.404799,61,4
5.0,11,226.475684,62,3
30.0,15,226.56742,63,2
90.0,16,226.658318,62,3
30.0,8,226.702829,62,3
85.0,7,226.727053,61,4
100.0,22,226.858981,61,4
95.0,9,226.903416,61,4
165.0,12,226.97138,61,4
340.0,26,227.130992,60,2
-15.0,5,227.154953,63,2
35.0,7,227.199388,62,3
120.0,24,227.3349,61,4
-120.0,55,227.634155,62,3
-15.0,5,227.679227,63,2
50.0,13,227.746965,61,4
45.0,30,227.904529,62,3
-5.0,9,227.969392,63,2
-10.0,5,227.992776,63,2
-5.0,10,228.039722,63,2
155.0,12,228.106006,61,4
-20.0,6,228.149772,63,2
-85.0,35,228.351587,61,4
915.0,23,228.462301,54,5
30.0,25,228.619327,62,3
0.0,11,228.663329,62,3
25.0,19,228.776949,61,4
-5.0,5,228.799306,63,2
25.0,10,228.866102,62,3
90.0,5,228.888471,61,4
95.0,19,229.004516,62,3
60.0,29,229.165456,62,3
25.0,9,229.211534,62,3
25.0,10,229.263766,62,3
90.0,8,229.294458,63,2
30.0,8,229.323289,62,3
50.0,21,229.397554,62,3
40.0,20,229.469829,61,4
-15.0,5,229.484824,63,2
-10.0,13,229.544672,62,3
-5.0,11,229.572708,62,3
-65.0,16,229.630881,63,2
45.0,24,229.723096,62,3
-5.0,31,229.836527,62,3
25.0,8,229.86444,62,3
60.0,11,229.907992,63,2
95.0,5,229.924141,61,4
75.0,19,230.003246,62,3
-20.0,18,230.077406,62,3
10.0,12,230.145271,62,3
35.0,10,230.212045,62,3
0.0,6,230.234841,63,2
-15.0,8,230.28054,63,2
25.0,8,230.323655,62,3
35.0,16,230.411907,63,2
160.0,14,230.499199,61,4
90.0,16,230.586511,62,3
130.0,9,230.631842,62,3
35.0,6,230.676078,62,3
125.0,23,230.790536,61,4
50.0,11,230.857294,61,4
80.0,23,230.988708,62,3
15.0,18,231.078342,62,3
-20.0,10,231.143011,63,2
80.0,16,231.23556,62,3
290.0,33,231.41809,59,3
15.0,11,231.485703,62,3
20.0,27,231.640652,62,3
60.0,20,231.756672,62,3
35.0,10,231.802793,62,3
-10.0,10,231.876871,63,2
-15.0,9,231.920679,63,2
85.0,6,231.945083,61,4
100.0,6,231.989037,61,4
180.0,9,232.036341,61,4
35.0,8,232.080899,62,3
30.0,16,232.168933,61,4
345.0,16,232.259682,59,3
160.0,14,232.345331,61,4
-135.0,38,232.543395,62,3
115.0,21,232.64931,61,4
80.0,31,232.816503,61,4
65.0,23,232.944022,62,3
-45.0,19,233.05051,63,2
30.0,26,233.180438,63,2
20.0,25,233.314699,63,2
35.0,7,233.358488,62,3
30.0,26,233.513101,62,3
305.0,25,233.650395,59,3
90.0,6,233.674868,61,4
15.0,11,233.741771,62,3
-15.0,29,233.893245,63,2
25.0,9,233.959315,62,3
-80.0,23,234.067672,63,2
25.0,17,234.175363,61,4
5.0,15,234.244119,62,3
-10.0,15,234.334545,62,3
20.0,9,234.379063,62,3
-5.0,12,234.447103,62,3
-65.0,19,234.558347,63,2
95.0,16,234.683685,62,3
35.0,14,234.774159,61,4
35.0,30,234.937016,62,3
90.0,5,234.961027,61,4
275.0,39,235.185537,59,3
90.0,10,235.255025,61,4
55.0,21,235.370932,62,3
75.0,22,235.483792,62,3
90.0,10,235.549988,61,4
110.0,25,235.682931,61,4
-15.0,5,235.705693,63,2
470.0,13,235.791419,59,3
510.0,31,235.947677,56,6
-45.0,12,236.014004,63,2
25.0,9,236.082492,62,3
40.0,27,236.21986,62,3
40.0,6,236.265184,62,3
30.0,10,236.294017,62,3
-15.0,15,236.344207,62,3
90.0,33,236.44763,61,4
-45.0,14,236.498931,63,2
60.0,73,236.725189,59,3
90.0,7,236.753174,61,4
-20.0,50,236.921264,61,4
90.0,5,236.946259,61,4
80.0,9,236.971664,63,2
195.0,8,236.996906,61,4
255.0,20,237.067442,61,1
60.0,37,237.259955,61,4
70.0,10,237.327316,63,2
20.0,10,237.372904,62,3
35.0,10,237.43953,62,3
-45.0,20,237.551666,62,3
-115.0,5,237.574912,63,2
-10.0,17,237.665725,62,3
-20.0,7,237.712437,63,2
-15.0,7,237.756147,63,2
45.0,17,237.84672,63,2
45.0,11,237.913084,61,4
-5.0,11,237.970491,62,3
95.0,6,238.04297,61,4
220.0,67,238.424558,59,3
55.0,11,238.471107,61,4
40.0,8,238.517012,62,3
-20.0,46,238.785092,61,4
-15.0,8,238.831105,63,2
365.0,12,238.898001,59,3
30.0,27,239.051379,63,2
20.0,9,239.095034,62,3
35.0,6,239.116317,62,3
190.0,10,239.186019,61,4
70.0,26,239.322171,61,4
30.0,10,239.387396,62,3
10.0,10,239.432853,62,3
-115.0,5,239.477743,63,2
140.0,8,239.523571,62,3
-20.0,14,239.592507,62,3
75.0,20,239.705725,62,3
95.0,6,239.751008,61,4
35.0,6,239.773722,62,3
-5.0,13,239.841995,62,3
135.0,16,239.933549,61,4
265.0,34,240.143387,61,1
95.0,14,240.213224,62,3
95.0,5,240.256637,61,4
80.0,16,240.346544,62,3
30.0,8,240.3924,62,3
90.0,9,240.438027,61,4
35.0,9,240.483499,62,3
-20.0,21,240.601658,63,2
170.0,12,240.676921,61,4
160.0,16,240.769175,61,4
-30.0,35,240.979312,63,2
30.0,6,241.026049,62,3
400.0,23,241.141277,60,2
85.0,14,241.234591,62,3
-60.0,24,241.37197,62,3
30.0,8,241.419228,62,3
-230.0,51,241.710731,62,3
-40.0,12,241.775182,63,2
25.0,32,241.960207,61,4
15.0,43,242.191363,61,4
-120.0,33,242.394346,62,3
620.0,62,242.752753,57,4
95.0,5,242.775699,61,4
5.0,13,242.865414,62,3
40.0,6,242.888393,62,3
20.0,8,242.933406,62,3
-90.0,19,243.043473,63,2
15.0,10,243.088219,62,3
0.0,13,243.178178,62,3
-5.0,8,243.223998,63,2
290.0,29,243.380826,59,3
-45.0,14,243.448879,63,2
35.0,38,243.669809,61,4
-40.0,11,243.738349,63,2
-25.0,14,243.805315,63,2
95.0,5,243.827889,61,4
-10.0,7,243.872264,63,2
100.0,16,243.959709,62,3
90.0,7,244.005442,61,4
90.0,6,244.028452,61,4
95.0,14,244.120127,62,3
115.0,23,244.258218,61,4
-30.0,21,244.369595,62,3
5.0,11,244.435488,62,3
525.0,35,244.604882,58,4
30.0,7,244.647121,62,3
5.0,11,244.707897,62,3
-75.0,23,244.840094,62,3
-100.0,21,244.955938,63,2
70.0,12,245.022513,61,4
360.0,15,245.111525,59,3
-85.0,30,245.262055,62,3
90.0,5,245.283006,61,4
365.0,13,245.371088,59,3
30.0,7,245.391022,62,3
0.0,23,245.514673,63,2
35.0,6,245.557371,62,3
-15.0,6,245.578199,63,2
-115.0,5,245.598792,63,2
40.0,18,245.698873,63,2
45.0,20,245.80549,61,4
-40.0,17,245.8906,62,3
470.0,14,245.977557,59,3
90.0,5,246.000553,61,4
25.0,35,246.20536,62,3
70.0,12,246.271782,61,4
-15.0,50,246.543343,61,4
130.0,10,246.608119,62,3
-5.0,11,246.651921,62,3
20.0,9,246.718699,62,3
-35.0,12,246.815954,63,2
-85.0,21,246.927884,63,2
90.0,5,246.950887,61,4
145.0,12,247.016952,61,4
-15.0,31,247.188738,62,3
475.0,14,247.256748,59,3
105.0,12,247.325253,62,3
25.0,40,247.545693,61,4
-5.0,5,247.589871,63,2
30.0,7,247.613066,62,3
30.0,43,247.85707,61,4
-10.0,13,247.926648,62,3
320.0,24,248.060059,61,1
190.0,49,248.351672,59,3
90.0,5,248.376799,61,4
155.0,16,248.466418,61,4
55.0,11,248.530961,63,2
80.0,9,248.578429,63,2
-5.0,8,248.623473,63,2
40.0,24,248.765621,62,3
-45.0,21,248.878698,62,3
125.0,18,250.529713,61,4
485.0,14,250.596621,59,3
35.0,9,250.640147,62,3
35.0,8,250.681435,62,3
-15.0,5,250.725768,63,2
40.0,69,251.094163,60,2
35.0,6,251.118151,62,3
-10.0,15,251.207851,62,3
155.0,17,251.29564,61,4
75.0,9,251.36158,61,4
40.0,39,251.557551,61,4
90.0,5,251.601624,61,4
-25.0,18,251.691181,62,3
30.0,8,251.735149,62,3
230.0,38,251.949963,59,3
380.0,13,252.01413,59,3
40.0,6,252.035366,62,3
-15.0,13,252.120666,62,3
90.0,10,252.169664,61,4
-35.0,11,252.235429,63,2
35.0,8,252.279747,62,3
95.0,6,252.304428,61,4
40.0,22,252.429366,62,3
420.0,29,252.57749,59,3
405.0,53,252.86847,61,1
25.0,17,252.988969,63,2
90.0,5,253.010087,61,4
375.0,12,253.073585,59,3
155.0,62,253.406055,59,3
50.0,13,253.493002,61,4
10.0,10,253.537766,62,3
30.0,7,253.579605,62,3
110.0,11,253.644096,62,3
-35.0,18,253.731944,62,3
-5.0,6,253.775453,63,2
-20.0,14,253.844871,62,3
190.0,7,253.891398,61,4
35.0,8,253.935711,62,3
-30.0,18,254.025102,62,3
90.0,5,254.067457,61,4
25.0,8,254.110476,62,3
430.0,23,254.21952,59,3
75.0,10,254.286277,61,4
50.0,15,254.375597,61,4
0.0,5,254.398588,63,2
-45.0,12,254.463341,63,2
0.0,19,254.576905,62,3
60.0,21,254.691499,62,3
15.0,10,254.735851,62,3
40.0,7,254.779877,62,3
160.0,54,255.096395,59,3
95.0,5,255.11858,61,4
110.0,12,255.18408,62,3
-25.0,10,255.232116,63,2
90.0,27,255.389482,61,4
310.0,51,255.674373,59,3
15.0,9,255.718628,62,3
445.0,22,255.851469,59,3
80.0,10,255.89447,61,4
-25.0,17,255.997028,62,3
85.0,7,256.040359,63,2
475.0,11,256.107409,59,3
25.0,7,256.151158,62,3
715.0,23,256.26196,56,5
395.0,23,256.394959,60,2
-15.0,7,256.438377,63,2
60.0,16,256.525397,61,4
90.0,5,256.547719,61,4
-10.0,34,256.752431,63,2
20.0,9,256.796485,62,3
150.0,18,256.891913,61,4
-15.0,5,256.933802,63,2
150.0,14,256.99707,61,4
30.0,24,257.118448,62,3
30.0,22,257.240941,62,3
-70.0,22,257.348606,62,3
95.0,5,257.369843,61,4
155.0,49,257.632665,60,2
125.0,10,257.659289,62,3
95.0,6,257.683611,61,4
435.0,57,257.980347,57,2
90.0,8,258.0242,61,4
25.0,31,258.201542,62,3
45.0,17,258.291171,61,4
20.0,17,258.378229,61,4
10.0,29,258.534114,62,3
35.0,6,258.577707,62,3
385.0,10,258.624622,59,3
-150.0,47,258.888527,63,2
30.0,7,258.934816,62,3
-50.0,12,259.002092,63,2
85.0,9,259.046824,61,4
-20.0,6,259.09196,63,2
150.0,12,259.161823,61,4
-30.0,19,259.251557,62,3
-5.0,34,259.44696,62,3
40.0,6,259.468522,62,3
-15.0,6,259.514006,63,2
-15.0,8,259.559228,63,2
-120.0,46,259.803068,63,2
90.0,8,259.846741,63,2
90.0,6,259.890858,61,4
30.0,7,259.934292,62,3
-15.0,5,259.956936,63,2
30.0,7,260.002835,62,3
-15.0,14,260.070555,62,3
-115.0,6,260.114115,63,2
95.0,9,260.158295,61,4
90.0,6,260.181491,61,4
-45.0,18,260.292014,62,3
30.0,10,260.334235,62,3
-15.0,7,260.377584,63,2
45.0,13,260.44574,63,2
60.0,15,260.533987,61,4
-15.0,6,260.577762,63,2
185.0,9,260.622134,61,4
-30.0,41,260.842681,62,3
85.0,9,260.887359,61,4
95.0,5,260.929209,61,4
95.0,5,260.952719,61,4
15.0,19,261.062288,61,4
95.0,8,261.108049,61,4
65.0,13,261.174205,61,4
80.0,9,261.216485,61,4
30.0,10,261.282372,62,3
15.0,40,261.504049,61,4
190.0,8,261.547192,61,4
190.0,9,261.592735,61,4
15.0,9,261.635705,62,3
65.0,11,261.730902,61,4
85.0,7,261.773392,61,4
-80.0,29,261.94193,62,3
5.0,12,262.012554,62,3
95.0,5,262.037249,61,4
100.0,13,262.112126,62,3
155.0,16,262.205749,61,4
95.0,5,262.249962,61,4
90.0,5,262.272825,61,4
-15.0,5,262.296005,63,2
-20.0,8,262.337461,63,2
-20.0,8,262.38237,63,2
25.0,9,262.426426,62,3
-15.0,9,262.489885,63,2
-55.0,13,262.555039,63,2
125.0,25,262.683792,61,4
20.0,26,262.838877,62,3
95.0,5,262.864097,61,4
160.0,16,262.959646,61,4
20.0,10,263.006142,62,3
95.0,5,263.052553,61,4
95.0,5,263.077781,61,4
45.0,15,263.178812,63,2
320.0,44,263.430606,59,3
10.0,11,263.47797,62,3
-60.0,22,263.617245,62,3
0.0,13,263.688209,62,3
75.0,20,263.801352,62,3
625.0,23,263.936657,59,3
100.0,11,264.00991,62,3
25.0,9,264.058183,62,3
165.0,50,264.330981,59,3
10.0,29,264.512652,63,2
85.0,6,264.535112,61,4
95.0,5,264.558138,61,4
-25.0,10,264.624276,63,2
105.0,11,264.693174,62,3
-20.0,30,264.847369,63,2
5.0,14,264.935075,62,3
55.0,21,265.046896,62,3
65.0,13,265.114342,63,2
-175.0,59,265.447325,62,3
-35.0,22,265.559235,62,3
-15.0,5,265.60349,63,2
30.0,16,265.694041,61,4
420.0,23,265.804305,59,3
85.0,9,265.869077,61,4
-50.0,21,265.98185,62,3
-20.0,31,266.170921,61,4
60.0,17,266.258315,63,2
60.0,13,266.326518,61,4
115.0,21,266.442274,61,4
185.0,8,266.484409,61,4
-20.0,10,266.551179,63,2
195.0,8,266.598735,61,4
60.0,28,266.750399,62,3
110.0,11,266.821809,62,3
150.0,16,266.908394,61,4
-15.0,7,266.93075,63,2
-70.0,46,267.22148,63,2
105.0,22,267.329966,61,4
170.0,11,267.395668,61,4
30.0,6,267.440325,62,3
380.0,35,267.614126,59,3
