#{"t_start": 1749007907.105998, "env_id": "None"}
r,l,t,current_walls,walls_broken
0.0,7,1.308172,63,2
100.0,16,1.309543,62,3
65.0,23,1.311389,62,3
-25.0,8,1.312147,63,2
40.0,7,1.313092,62,3
-5.0,5,1.313574,63,2
30.0,17,1.315036,63,2
30.0,8,1.315737,62,3
-10.0,5,1.316557,63,2
-10.0,5,1.317367,63,2
-5.0,20,1.319006,62,3
-50.0,12,1.320017,63,2
-15.0,5,1.320813,63,2
370.0,14,1.32211,59,3
35.0,7,1.322821,62,3
25.0,8,1.323544,62,3
80.0,19,1.325545,62,3
35.0,6,1.326106,62,3
45.0,7,1.326736,62,3
-20.0,16,1.328037,62,3
-25.0,8,1.328995,63,2
40.0,6,1.329696,62,3
-30.0,20,1.33138,62,3
-50.0,13,1.332472,63,2
500.0,19,1.334418,58,4
-15.0,6,1.33497,63,2
-15.0,9,1.335774,63,2
-15.0,13,1.336898,62,3
-105.0,6,1.337972,63,2
-110.0,5,1.338451,63,2
-15.0,5,1.33896,63,2
-55.0,26,1.341055,62,3
95.0,5,1.341891,61,4
-20.0,9,2.361264,63,2
-20.0,6,2.375273,63,2
-10.0,7,2.402293,63,2
10.0,11,2.442235,62,3
-10.0,5,2.454867,63,2
-5.0,13,2.495799,62,3
-115.0,5,2.508765,63,2
-5.0,7,2.53904,63,2
-20.0,6,2.568677,63,2
40.0,8,2.594702,62,3
50.0,14,2.63258,61,4
-110.0,5,2.646607,63,2
85.0,19,2.71005,62,3
-25.0,9,2.735921,63,2
-15.0,5,2.759925,63,2
150.0,14,2.801316,61,4
0.0,17,2.852473,62,3
380.0,12,2.894743,59,3
-115.0,6,2.92301,63,2
50.0,7,2.954816,62,3
-110.0,5,2.970136,63,2
90.0,5,2.98544,61,4
40.0,7,3.011621,62,3
35.0,9,3.037328,62,3
35.0,7,3.062877,62,3
-5.0,7,3.088614,63,2
-110.0,5,3.103158,63,2
95.0,6,3.11773,61,4
-110.0,6,3.143716,63,2
40.0,6,3.156274,62,3
40.0,6,3.181651,62,3
45.0,8,3.20684,62,3
-115.0,7,3.230904,63,2
95.0,6,3.24315,61,4
95.0,5,3.255126,61,4
0.0,11,3.293896,62,3
-110.0,5,3.306001,63,2
35.0,8,3.333789,62,3
-10.0,6,3.356892,63,2
50.0,23,3.43353,62,3
5.0,34,3.532637,62,3
-10.0,5,3.546234,63,2
-110.0,5,3.570775,63,2
35.0,8,3.597511,62,3
530.0,13,3.63406,58,3
0.0,13,3.672924,62,3
-10.0,6,3.698851,63,2
-10.0,5,3.712722,63,2
35.0,8,3.73893,62,3
105.0,16,3.7874,62,3
90.0,8,3.811921,61,4
15.0,31,3.927783,62,3
-25.0,8,3.958682,63,2
110.0,13,3.998449,62,3
15.0,27,4.085934,62,3
40.0,6,4.100527,62,3
-110.0,5,4.112854,63,2
20.0,10,4.148967,62,3
-115.0,7,4.178904,63,2
-15.0,10,4.205426,63,2
535.0,46,4.367974,57,2
40.0,6,4.380374,62,3
-10.0,5,4.393751,63,2
-15.0,5,4.4187,63,2
-60.0,13,4.458269,63,2
90.0,5,4.471447,61,4
-10.0,8,4.49759,63,2
40.0,6,4.523989,62,3
30.0,10,4.549294,62,3
50.0,21,4.610863,62,3
25.0,10,4.648518,62,3
-25.0,7,4.674841,63,2
-90.0,30,4.762737,62,3
420.0,23,4.836171,59,3
-15.0,6,4.848688,63,2
-110.0,5,4.873879,63,2
35.0,6,4.888783,62,3
35.0,8,4.921995,62,3
-5.0,6,4.956127,63,2
-15.0,5,4.97281,63,2
125.0,10,5.005484,62,3
90.0,7,5.037144,61,4
35.0,7,5.062278,62,3
470.0,15,5.113437,59,3
40.0,9,5.138654,62,3
90.0,8,5.16341,63,2
-30.0,10,5.187856,63,2
30.0,10,5.257941,62,3
90.0,7,5.283665,61,4
35.0,7,5.297459,62,3
-105.0,26,5.387211,63,2
40.0,26,5.46578,62,3
220.0,26,5.554156,61,1
20.0,8,5.580104,62,3
30.0,9,5.606953,62,3
85.0,15,5.656868,62,3
-15.0,5,5.670177,63,2
30.0,9,5.695804,62,3
140.0,10,5.734038,62,3
110.0,11,5.776843,62,3
-15.0,6,5.790162,63,2
-25.0,10,5.826216,63,2
-20.0,6,5.839717,63,2
35.0,7,5.866817,62,3
-10.0,16,5.917377,62,3
65.0,23,5.99495,62,3
-125.0,7,6.006702,63,2
-125.0,7,6.034513,63,2
50.0,25,6.110865,62,3
35.0,8,6.135297,62,3
575.0,44,6.273729,59,2
25.0,9,6.312825,62,3
50.0,23,6.37796,62,3
45.0,25,6.467623,62,3
75.0,10,6.492916,61,4
55.0,11,6.531883,63,2
40.0,6,6.546666,62,3
35.0,6,6.571863,62,3
-20.0,10,6.597714,63,2
-115.0,7,6.621925,63,2
45.0,14,6.674455,61,4
-15.0,5,6.686469,63,2
35.0,6,6.700378,62,3
-120.0,7,6.726659,63,2
25.0,9,6.752465,62,3
-15.0,13,6.801884,62,3
95.0,7,6.81484,63,2
40.0,16,6.864942,63,2
-15.0,8,6.890154,63,2
-5.0,5,6.915209,63,2
-15.0,5,6.927697,63,2
55.0,12,6.96833,63,2
15.0,21,7.031549,63,2
45.0,10,7.070248,62,3
20.0,10,7.097104,62,3
-50.0,23,7.171895,62,3
5.0,11,7.209839,62,3
-30.0,10,7.235096,63,2
45.0,15,7.285123,61,4
-35.0,11,7.324936,63,2
45.0,23,7.387509,62,3
-10.0,5,7.413771,63,2
-15.0,9,7.438568,63,2
-110.0,6,7.453434,63,2
5.0,11,7.490931,62,3
-20.0,14,7.545896,62,3
-15.0,6,7.56127,63,2
-20.0,14,7.613931,62,3
40.0,7,7.62697,62,3
340.0,19,7.690233,59,3
-10.0,5,7.703741,63,2
-20.0,10,7.744659,63,2
5.0,11,7.780919,62,3
85.0,9,7.806676,63,2
-15.0,5,7.8196,63,2
0.0,14,7.873173,62,3
-105.0,5,7.884635,63,2
30.0,8,7.910164,62,3
-110.0,5,7.922812,63,2
-110.0,5,7.936629,63,2
35.0,9,7.979639,62,3
90.0,8,8.009504,63,2
-15.0,8,8.038806,63,2
330.0,26,8.117086,61,1
0.0,13,8.155461,62,3
-120.0,8,8.180971,63,2
35.0,7,8.207419,62,3
25.0,9,8.233747,62,3
90.0,6,8.259894,61,4
140.0,17,8.309544,61,4
25.0,10,8.372461,62,3
90.0,8,8.407038,61,4
-10.0,5,8.419637,63,2
-15.0,8,8.445831,63,2
-35.0,19,8.508928,62,3
30.0,7,8.522604,62,3
-20.0,10,8.560544,63,2
30.0,7,8.586389,62,3
160.0,11,8.61281,61,4
-105.0,5,8.637833,63,2
-10.0,6,8.651467,63,2
-70.0,25,8.728035,62,3
-5.0,14,8.777195,62,3
95.0,6,8.791567,61,4
-15.0,6,8.817297,63,2
120.0,11,8.854791,62,3
-15.0,5,8.868001,63,2
100.0,15,8.919157,62,3
40.0,14,8.958401,63,2
-15.0,8,8.983763,63,2
0.0,12,9.021806,62,3
5.0,13,9.061073,62,3
90.0,5,9.085819,61,4
30.0,9,9.112169,62,3
-5.0,5,9.12504,63,2
-15.0,15,9.176114,62,3
80.0,19,9.239045,62,3
-20.0,16,9.290474,62,3
85.0,10,9.316238,61,4
35.0,7,9.343834,62,3
35.0,6,9.358146,62,3
15.0,9,9.396045,62,3
-20.0,14,9.432706,62,3
50.0,16,9.485774,63,2
80.0,8,9.510984,63,2
435.0,25,9.58611,61,1
25.0,7,9.615315,62,3
20.0,10,9.653822,62,3
-15.0,9,9.679672,63,2
455.0,37,9.792756,59,0
-110.0,6,9.817623,63,2
45.0,6,9.831901,62,3
90.0,7,9.856439,61,4
125.0,9,9.8839,62,3
45.0,16,9.943517,63,2
-10.0,5,9.958571,63,2
-20.0,16,10.008368,62,3
-110.0,5,10.033291,63,2
-15.0,6,10.047103,63,2
-15.0,5,10.061427,63,2
-115.0,6,10.086678,63,2
-20.0,9,10.111546,63,2
-70.0,18,10.173959,63,2
-5.0,27,10.248655,63,2
-10.0,5,10.274177,63,2
-35.0,19,10.325087,62,3
40.0,13,10.374896,61,4
-115.0,6,10.387994,63,2
50.0,16,10.437162,63,2
30.0,10,10.477082,62,3
-10.0,5,10.489637,63,2
-110.0,5,10.503614,63,2
40.0,23,10.579392,62,3
95.0,6,10.592303,61,4
60.0,32,10.69533,61,4
-15.0,6,10.720938,63,2
35.0,6,10.734644,62,3
-10.0,17,10.797287,62,3
-10.0,5,10.810101,63,2
0.0,12,10.850065,62,3
345.0,24,10.925421,60,2
35.0,8,10.950008,62,3
15.0,10,10.975663,62,3
-35.0,19,11.051273,62,3
-10.0,5,11.065817,63,2
-15.0,5,11.089366,63,2
30.0,7,11.102908,62,3
-10.0,5,11.129441,63,2
50.0,26,11.207307,62,3
190.0,8,11.23296,61,4
-5.0,5,11.246167,63,2
-105.0,6,11.271962,63,2
-10.0,11,11.309541,62,3
-5.0,16,11.360771,62,3
90.0,8,11.385976,61,4
-30.0,16,11.43651,62,3
40.0,6,11.450535,62,3
40.0,6,11.475577,62,3
-10.0,7,11.48823,63,2
150.0,8,11.514168,62,3
40.0,9,11.551921,62,3
-110.0,5,11.564288,63,2
-25.0,20,11.628028,62,3
-10.0,11,11.666544,62,3
25.0,9,11.692328,62,3
20.0,10,11.717664,62,3
40.0,7,11.743106,62,3
-105.0,5,11.75647,63,2
-15.0,13,11.805843,62,3
30.0,6,11.817713,62,3
40.0,6,11.843326,62,3
0.0,13,11.882221,62,3
85.0,6,11.895365,61,4
-20.0,9,11.933266,63,2
-110.0,6,11.947965,63,2
-45.0,11,11.98792,63,2
-10.0,6,12.001122,63,2
-15.0,9,12.038571,63,2
135.0,10,12.063113,62,3
-10.0,7,12.090363,63,2
-10.0,5,12.103753,63,2
45.0,9,12.129583,62,3
-105.0,5,12.156179,63,2
-10.0,5,12.16992,63,2
50.0,6,12.182739,62,3
-95.0,21,12.259997,63,2
945.0,26,12.338088,57,1
90.0,8,12.365612,63,2
465.0,41,12.494275,61,1
20.0,9,12.562661,62,3
-105.0,5,12.57665,63,2
90.0,15,12.629958,62,3
160.0,11,12.657747,61,4
65.0,22,12.73455,62,3
40.0,6,12.747241,62,3
120.0,11,12.785616,62,3
30.0,8,12.81059,62,3
-10.0,11,12.846976,62,3
-55.0,23,12.926647,62,3
-5.0,5,12.944414,63,2
55.0,15,13.002073,63,2
40.0,7,13.016586,62,3
110.0,18,13.078903,62,3
40.0,6,13.094542,62,3
-110.0,5,13.119285,63,2
-5.0,13,13.157133,62,3
35.0,7,13.182537,62,3
140.0,8,13.210151,62,3
15.0,10,13.235307,62,3
15.0,14,13.284358,62,3
145.0,13,13.321701,61,4
-45.0,12,13.360408,63,2
-65.0,14,13.398852,63,2
65.0,13,13.44828,63,2
5.0,11,13.473744,62,3
445.0,18,13.538218,59,3
30.0,9,13.563531,62,3
40.0,6,13.588163,62,3
25.0,10,13.613082,62,3
-10.0,5,13.6273,63,2
40.0,14,13.677495,63,2
-5.0,9,13.703048,63,2
70.0,22,13.779844,62,3
-5.0,11,13.80741,62,3
35.0,7,13.832323,62,3
30.0,6,13.857778,62,3
-15.0,6,13.870654,63,2
-15.0,6,13.897368,63,2
5.0,12,13.934713,62,3
35.0,7,13.948051,62,3
-15.0,5,13.972377,63,2
55.0,11,14.00465,63,2
35.0,8,14.03248,62,3
-10.0,12,14.076891,62,3
30.0,8,14.101181,62,3
-20.0,6,14.126434,63,2
35.0,7,14.152753,62,3
-15.0,7,14.16591,63,2
110.0,11,14.202728,62,3
-55.0,11,14.239722,63,2
-10.0,5,14.253008,63,2
-25.0,15,14.30455,62,3
85.0,16,14.356538,62,3
-10.0,12,14.396684,62,3
-50.0,12,14.434503,63,2
-10.0,7,14.460282,63,2
40.0,12,14.497591,61,4
0.0,11,14.52371,62,3
20.0,8,14.54956,62,3
30.0,8,14.574162,62,3
35.0,8,14.600515,62,3
35.0,6,14.627031,62,3
-5.0,12,14.665269,62,3
0.0,11,14.703528,62,3
-15.0,11,14.729243,62,3
35.0,7,14.757614,62,3
25.0,8,14.783433,62,3
-20.0,6,14.808806,63,2
35.0,6,14.821291,62,3
20.0,9,14.84876,62,3
-5.0,14,14.904428,62,3
40.0,6,14.921823,62,3
80.0,16,14.976239,62,3
-15.0,7,15.004602,63,2
20.0,10,15.045577,62,3
-10.0,12,15.086334,62,3
-110.0,6,15.101191,63,2
425.0,22,15.179256,59,3
40.0,7,15.192808,62,3
-15.0,5,15.217195,63,2
40.0,6,15.229673,62,3
-30.0,9,15.261828,63,2
25.0,10,15.300455,62,3
-15.0,13,15.33835,62,3
190.0,9,15.364511,61,4
240.0,14,15.415338,61,1
5.0,11,15.454049,62,3
-15.0,5,15.46738,63,2
25.0,9,15.493903,62,3
75.0,10,15.534629,61,4
80.0,10,15.560502,63,2
35.0,9,15.586774,62,3
-25.0,20,15.653171,62,3
-5.0,13,15.705965,62,3
-10.0,5,15.718305,63,2
-10.0,14,15.758547,62,3
0.0,13,15.808372,62,3
-15.0,6,15.821995,63,2
-15.0,8,15.848973,63,2
90.0,5,15.862121,61,4
25.0,10,15.901186,62,3
20.0,10,15.929167,62,3
-20.0,10,15.968982,63,2
150.0,16,16.027814,61,4
-15.0,6,16.041229,63,2
-10.0,5,16.067988,63,2
-5.0,5,16.080655,63,2
70.0,20,16.146923,62,3
-10.0,11,16.185463,62,3
-10.0,5,16.201166,63,2
-30.0,20,16.265406,62,3
105.0,13,16.30382,62,3
-15.0,14,16.354859,62,3
25.0,8,16.383659,62,3
0.0,23,16.449426,63,2
25.0,8,16.476177,62,3
-15.0,5,16.502359,63,2
-25.0,20,16.571951,62,3
105.0,13,16.634414,62,3
55.0,11,16.674114,63,2
85.0,9,16.700988,61,4
40.0,6,16.716516,62,3
30.0,7,16.743388,62,3
-155.0,12,16.782095,63,2
5.0,11,16.821356,62,3
90.0,18,16.874968,62,3
35.0,7,16.899132,62,3
75.0,10,16.937355,61,4
35.0,6,16.952317,62,3
30.0,7,16.979222,62,3
35.0,6,16.993759,62,3
-55.0,12,17.039325,63,2
-55.0,13,17.092289,63,2
-105.0,5,17.109786,63,2
40.0,7,17.146772,62,3
-45.0,11,17.181191,63,2
-5.0,15,17.270619,62,3
-25.0,10,17.31244,63,2
35.0,7,17.326805,62,3
30.0,6,17.354716,62,3
265.0,16,17.415971,61,1
-115.0,5,17.429965,63,2
150.0,12,17.471132,61,4
-15.0,5,17.484577,63,2
40.0,6,17.510278,62,3
-25.0,9,17.540685,63,2
85.0,7,17.569876,63,2
85.0,7,17.596654,63,2
-10.0,9,17.623039,63,2
-15.0,5,17.639537,63,2
-5.0,5,17.652296,63,2
-10.0,12,17.691171,62,3
20.0,9,17.72884,62,3
-15.0,6,17.744131,63,2
-110.0,6,17.769305,63,2
15.0,12,17.808251,62,3
-5.0,5,17.822548,63,2
35.0,8,17.848984,62,3
-155.0,58,18.047776,62,3
60.0,11,18.090722,63,2
95.0,5,18.108982,61,4
-5.0,12,18.148734,62,3
35.0,7,18.173448,62,3
90.0,6,18.198115,61,4
-10.0,5,18.211825,63,2
-5.0,5,18.228589,63,2
30.0,7,18.256038,62,3
-20.0,8,18.280669,63,2
-10.0,12,18.319113,62,3
355.0,37,18.437565,59,3
90.0,7,18.464442,61,4
-15.0,6,18.478279,63,2
-10.0,6,18.503109,63,2
30.0,7,18.529787,62,3
-10.0,5,18.544001,63,2
85.0,9,18.569498,61,4
0.0,11,18.608909,62,3
-115.0,7,18.635831,63,2
35.0,8,18.660028,62,3
25.0,10,18.68886,62,3
35.0,7,18.715634,62,3
25.0,9,18.743706,62,3
-50.0,14,18.795668,63,2
410.0,25,18.871553,59,3
-15.0,15,18.926596,62,3
130.0,9,18.955764,62,3
95.0,7,18.982015,61,4
90.0,6,18.99467,61,4
30.0,8,19.02166,62,3
25.0,9,19.050637,62,3
40.0,13,19.108681,61,4
-70.0,15,19.14654,63,2
-20.0,12,19.1861,62,3
-110.0,5,19.212056,63,2
-15.0,5,19.225007,63,2
-20.0,7,19.251671,63,2
0.0,14,19.288204,62,3
-10.0,6,19.315905,63,2
-10.0,6,19.329717,63,2
40.0,7,19.356799,62,3
-115.0,6,19.370514,63,2
-5.0,5,19.39725,63,2
-10.0,7,19.410772,63,2
35.0,6,19.436759,62,3
25.0,9,19.461482,62,3
-110.0,5,19.476418,63,2
-105.0,5,19.500695,63,2
85.0,10,19.550577,61,4
-55.0,12,19.594258,63,2
-5.0,5,19.608942,63,2
-115.0,7,19.635116,63,2
50.0,6,19.660473,62,3
-10.0,6,19.672951,63,2
35.0,6,19.699825,62,3
-110.0,5,19.71226,63,2
-100.0,6,19.727429,63,2
55.0,11,19.766702,63,2
30.0,9,19.794903,62,3
35.0,7,19.820276,62,3
20.0,10,19.858145,62,3
-15.0,5,19.870511,63,2
-115.0,7,19.904094,63,2
85.0,8,19.938514,61,4
35.0,10,19.963354,62,3
75.0,9,19.990163,61,4
30.0,8,20.016481,62,3
35.0,7,20.042352,62,3
-110.0,6,20.068569,63,2
-15.0,9,20.093624,63,2
-105.0,5,20.107553,63,2
-50.0,11,20.147084,63,2
-35.0,11,20.183484,63,2
40.0,8,20.208902,62,3
-15.0,6,20.22331,63,2
40.0,7,20.249581,62,3
-115.0,6,20.26334,63,2
-10.0,13,20.313728,62,3
-15.0,5,20.32834,63,2
35.0,8,20.352949,62,3
25.0,8,20.378812,62,3
95.0,5,20.392035,61,4
30.0,8,20.418061,62,3
485.0,14,20.469279,59,3
-5.0,5,20.482232,63,2
-115.0,5,20.496615,63,2
-10.0,5,20.510193,63,2
-15.0,7,20.535628,63,2
-15.0,5,20.548561,63,2
-20.0,15,20.599135,62,3
-15.0,6,20.625866,63,2
-10.0,5,20.639045,63,2
-10.0,5,20.653241,63,2
60.0,20,20.71736,62,3
-110.0,5,20.732033,63,2
35.0,8,20.757626,62,3
35.0,7,20.783882,62,3
40.0,7,20.809861,62,3
35.0,8,20.835404,62,3
115.0,12,20.871913,62,3
35.0,8,20.898051,62,3
40.0,6,20.911918,62,3
30.0,7,20.938982,62,3
45.0,16,20.991422,63,2
-10.0,5,21.004663,63,2
545.0,19,21.067559,59,3
-100.0,5,21.082185,63,2
-5.0,12,21.121192,62,3
35.0,10,21.158931,62,3
-10.0,5,21.171929,63,2
30.0,7,21.200126,62,3
-15.0,6,21.213575,63,2
35.0,7,21.23848,62,3
80.0,7,21.262692,61,4
-15.0,8,21.29028,63,2
90.0,5,21.304332,61,4
-115.0,7,21.329048,63,2
85.0,6,21.34338,61,4
275.0,15,21.396585,61,1
30.0,8,21.422683,62,3
85.0,6,21.448036,61,4
-50.0,12,21.487068,63,2
40.0,6,21.500987,62,3
-105.0,5,21.514283,63,2
-50.0,12,21.552444,63,2
85.0,7,21.577547,61,4
330.0,11,21.617163,60,2
45.0,6,21.631722,62,3
80.0,9,21.669307,61,4
90.0,6,21.682121,61,4
10.0,11,21.721003,62,3
25.0,8,21.746391,62,3
-115.0,7,21.770963,63,2
0.0,5,21.784079,63,2
30.0,9,21.810877,62,3
-20.0,9,21.835587,63,2
20.0,9,21.873437,62,3
-10.0,6,21.886944,63,2
-110.0,5,21.919089,63,2
30.0,6,21.949017,62,3
-10.0,6,21.965707,63,2
-10.0,5,21.995369,63,2
150.0,13,22.036473,61,4
-10.0,6,22.050222,63,2
25.0,9,22.087892,62,3
85.0,10,22.114418,63,2
-10.0,5,22.128618,63,2
55.0,12,22.169236,63,2
-10.0,9,22.206477,63,2
-60.0,13,22.246087,63,2
25.0,10,22.27221,62,3
35.0,19,22.336401,63,2
-5.0,6,22.363087,63,2
-15.0,6,22.375758,63,2
-5.0,5,22.390524,63,2
-20.0,16,22.442884,62,3
95.0,10,22.48179,61,4
115.0,12,22.52049,62,3
0.0,13,22.568757,62,3
40.0,7,22.595592,62,3
85.0,7,22.621047,61,4
-10.0,5,22.633643,63,2
35.0,6,22.648565,62,3
85.0,8,22.672357,63,2
-115.0,8,22.699181,63,2
115.0,11,22.736111,62,3
480.0,11,22.774756,59,1
30.0,7,22.799629,62,3
-110.0,5,22.813345,63,2
80.0,10,22.838179,63,2
-140.0,10,22.876437,63,2
-110.0,5,22.889795,63,2
90.0,5,22.905942,61,4
-15.0,6,22.933657,63,2
-10.0,7,22.965893,63,2
30.0,9,22.99334,62,3
0.0,11,23.031435,62,3
-10.0,5,23.04684,63,2
-10.0,5,23.060183,63,2
-20.0,8,23.08669,63,2
730.0,18,23.151318,58,0
495.0,10,23.177575,59,3
-115.0,6,23.205215,63,2
95.0,5,23.219604,61,4
85.0,8,23.246937,61,4
35.0,6,23.259398,62,3
-15.0,5,23.285305,63,2
5.0,11,23.31252,62,3
-110.0,5,23.335949,63,2
-115.0,5,23.349161,63,2
30.0,9,23.376251,62,3
-110.0,5,23.388384,63,2
90.0,5,23.414624,61,4
40.0,6,23.426298,62,3
430.0,21,23.493667,59,3
85.0,9,23.530462,63,2
-10.0,5,23.569536,63,2
-25.0,18,23.623878,62,3
30.0,7,23.65402,62,3
-15.0,5,23.668145,63,2
5.0,11,23.705482,62,3
0.0,5,23.718751,63,2
95.0,7,23.747029,61,4
45.0,6,23.774079,62,3
-105.0,5,23.786393,63,2
-105.0,5,23.800034,63,2
-110.0,5,23.81453,63,2
-10.0,7,23.838933,63,2
-25.0,9,23.865758,63,2
-110.0,6,23.889925,63,2
0.0,13,23.930616,62,3
-5.0,11,23.968765,62,3
65.0,12,24.008756,61,4
45.0,6,24.021506,62,3
-5.0,5,24.049394,63,2
-55.0,12,24.087141,63,2
-20.0,6,24.10118,63,2
-5.0,5,24.113661,63,2
35.0,7,24.139634,62,3
-20.0,6,24.165701,63,2
-10.0,5,24.178696,63,2
20.0,9,24.206617,62,3
40.0,8,24.234471,62,3
90.0,5,24.247399,61,4
-10.0,6,24.272473,63,2
75.0,21,24.336386,62,3
-10.0,5,24.35192,63,2
0.0,5,24.377342,63,2
-115.0,6,24.391066,63,2
-20.0,9,24.41708,63,2
20.0,22,24.495947,63,2
-115.0,5,24.508838,63,2
45.0,6,24.533678,62,3
35.0,7,24.546717,62,3
90.0,7,24.571499,61,4
40.0,7,24.597851,62,3
40.0,7,24.623212,62,3
-120.0,7,24.636017,63,2
-10.0,7,24.663166,63,2
-5.0,12,24.700817,62,3
-115.0,5,24.714529,63,2
100.0,5,24.73892,61,4
-10.0,5,24.754149,63,2
30.0,7,24.781635,62,3
-15.0,6,24.795628,63,2
30.0,7,24.820211,62,3
30.0,9,24.846759,62,3
35.0,7,24.870629,62,3
-105.0,5,24.885871,63,2
-5.0,5,24.902681,63,2
-20.0,7,24.936277,63,2
-25.0,9,24.963266,63,2
-115.0,6,24.988427,63,2
40.0,6,25.002283,62,3
90.0,6,25.029962,61,4
45.0,6,25.043435,62,3
25.0,9,25.081816,62,3
20.0,10,25.1125,62,3
30.0,7,25.143672,62,3
-5.0,13,25.187932,62,3
80.0,9,25.214216,63,2
40.0,7,25.239362,62,3
35.0,6,25.266285,62,3
-115.0,7,25.279189,63,2
95.0,7,25.304708,63,2
30.0,7,25.330705,62,3
25.0,8,25.357178,62,3
35.0,8,25.382475,62,3
-110.0,5,25.3972,63,2
-105.0,5,25.41049,63,2
-100.0,5,25.436687,63,2
-15.0,5,25.449553,63,2
-15.0,9,25.474951,63,2
40.0,8,25.500244,62,3
-115.0,9,25.526465,63,2
35.0,8,25.551391,62,3
-20.0,7,25.575169,63,2
35.0,8,25.602097,62,3
350.0,18,25.66847,59,3
30.0,8,25.693605,62,3
190.0,10,25.719282,61,4
-110.0,6,25.743166,63,2
30.0,19,25.79412,63,2
20.0,19,25.876015,61,4
-5.0,5,25.897311,63,2
60.0,12,25.96172,61,4
-55.0,12,26.026097,63,2
-20.0,15,26.088453,62,3
-10.0,6,26.121113,63,2
100.0,11,26.174305,62,3
-50.0,17,26.244747,63,2
-5.0,5,26.257527,63,2
0.0,12,26.299185,62,3
95.0,18,26.35499,62,3
55.0,13,26.409559,63,2
-10.0,5,26.423003,63,2
45.0,9,26.450888,62,3
5.0,11,26.493798,62,3
40.0,7,26.522165,62,3
-5.0,11,26.548602,62,3
35.0,6,26.575332,62,3
90.0,5,26.589547,61,4
350.0,18,26.6632,59,3
25.0,10,26.694941,62,3
15.0,9,26.724963,62,3
-170.0,31,26.834135,63,2
-125.0,9,26.862134,63,2
-15.0,9,26.901364,63,2
95.0,15,26.941308,62,3
60.0,11,26.988527,61,4
20.0,9,27.0204,62,3
-15.0,6,27.050226,63,2
-5.0,14,27.098382,62,3
-105.0,5,27.129419,63,2
-115.0,23,27.199959,63,2
-5.0,5,27.224195,63,2
35.0,8,27.250323,62,3
35.0,6,27.264409,62,3
30.0,6,27.291206,62,3
40.0,8,27.316702,62,3
140.0,16,27.371019,61,4
-30.0,18,27.422512,62,3
-5.0,5,27.436346,63,2
15.0,9,27.475839,62,3
-5.0,5,27.48944,63,2
-10.0,5,27.501914,63,2
60.0,13,27.54693,63,2
30.0,10,27.588956,62,3
-5.0,5,27.603619,63,2
-10.0,5,27.617501,63,2
10.0,11,27.658214,62,3
25.0,9,27.685668,62,3
30.0,8,27.7125,62,3
-10.0,5,27.737138,63,2
5.0,21,27.804505,63,2
0.0,11,27.844712,62,3
40.0,7,27.85709,62,3
40.0,6,27.882396,62,3
-15.0,5,27.897584,63,2
410.0,34,28.009846,59,3
20.0,10,28.035724,62,3
-70.0,18,28.102079,63,2
45.0,7,28.118141,62,3
0.0,11,28.165206,62,3
-5.0,7,28.189558,63,2
-5.0,5,28.203751,63,2
110.0,11,28.24604,62,3
45.0,24,28.324443,62,3
-10.0,5,28.337487,63,2
-105.0,5,28.350799,63,2
80.0,20,28.419018,62,3
25.0,8,28.446178,62,3
-10.0,5,28.471434,63,2
-35.0,31,28.5607,63,2
-15.0,6,28.586691,63,2
135.0,18,28.638406,61,4
110.0,11,28.676102,62,3
95.0,5,28.689395,61,4
40.0,7,28.716001,62,3
80.0,9,28.742649,61,4
90.0,19,28.806638,62,3
-5.0,12,28.845928,62,3
-30.0,19,28.910601,62,3
35.0,6,28.926251,62,3
-10.0,12,28.968217,62,3
40.0,14,29.02905,63,2
-20.0,6,29.046225,63,2
95.0,7,29.075296,61,4
25.0,10,29.120815,62,3
-15.0,9,29.148319,63,2
20.0,8,29.174943,62,3
600.0,17,29.222631,56,6
590.0,28,29.31378,59,3
-10.0,5,29.326872,63,2
105.0,12,29.366521,62,3
-110.0,5,29.413968,63,2
405.0,27,29.511784,59,3
-5.0,12,29.552699,62,3
90.0,5,29.579625,61,4
95.0,9,29.60628,63,2
-110.0,5,29.619397,63,2
380.0,11,29.656986,59,3
550.0,19,29.721429,61,1
30.0,19,29.772021,63,2
25.0,10,29.811606,62,3
45.0,6,29.823497,62,3
35.0,7,29.848689,62,3
40.0,6,29.873336,62,3
-35.0,18,29.935722,62,3
-20.0,14,29.988371,62,3
-5.0,12,30.026986,62,3
135.0,9,30.053578,62,3
30.0,8,30.078473,62,3
-55.0,16,30.144543,63,2
30.0,7,30.171091,62,3
-25.0,7,30.185836,63,2
-20.0,8,30.21745,63,2
-10.0,7,30.248378,63,2
95.0,5,30.264714,61,4
-10.0,14,30.322306,62,3
-5.0,5,30.338173,63,2
45.0,14,30.393239,61,4
100.0,5,30.408321,61,4
45.0,32,30.519531,61,4
140.0,20,30.590072,61,4
-15.0,15,30.643917,62,3
-20.0,10,30.670011,63,2
-20.0,6,30.697257,63,2
95.0,6,30.711583,61,4
-15.0,5,30.724392,63,2
95.0,6,30.750931,61,4
-15.0,6,30.76377,63,2
450.0,25,30.857469,60,2
-25.0,15,30.897387,62,3
5.0,11,30.936653,62,3
-105.0,5,30.950516,63,2
30.0,7,30.975731,62,3
535.0,32,31.085941,58,3
-5.0,11,31.131731,62,3
65.0,20,31.197596,62,3
25.0,9,31.221697,62,3
